author,stars,comment
"yg4l8q1e5b",5,"Harga murah barang berkualiti 80g lebih senang dipakai drpd 30g hanya perlu pum sudh bolh sapu di muka tidak mengotorkan"
"j*****g",5,"This is a great product; I've repurchased it many times and will definitely repurchase it again."
"asiahm",5,"Kulit jenis kering. Pakai ni okay sangat membantu."
"jacqueline98980808",5,"Skin Suitability:干皮 Absorption:很快吸收  我已经用空瓶很多很多罐这个了，现在有50g的更好了，应该可以用久一点了。它的滋润程度非常好。"
"m*****8",5,"Skin Suitability:Kusam atau kering  Barang sama dalam gambr. Belum pakai lagi dan barang seperti dalam gambar.."
"a*****3",5,"Absorption:it absorb quickly Skin Suitability:it moisturises my skin so well and it’s really good"
"s*****6",5,"第一次尝试，先看看好不好用，看过很多博主都很推荐，质地温和，应该不错！有过好用一定会再回购！感谢商家的服务！"
"nisa_sharib88",5,"cepat dan kemas. semalam order harini sampai. hrap sesuai dgn kulit"
"s*****7",5,"Absorption:cepat meresap Skin Suitability:sesuai oily to combination skin  Beli masa sale murah sikit"
"peiying2003hoong",5,"nice product and great service  still good to use  delivery fast"
"fantha252",5,"X tau kali ke brape dh repeat order beli moisturiser ni..klau ikut beli set murah gak tp brg2 lain ade lagi..so beli yg set yg ni..murah sikit..next time repeat lag"
"y*****y",5,"Baru nak cuba. Tak pasti ler ok ke dak. Kalau ok akan repeat. Kalau tak ok kita cari yang lain pulak ler."
"a*****h",5,"memang pakai yang ni..sangat berkesan..kulit dah tak kering dh jadi elok cantik"
"m*****g",5,"First time seeing so big size. Ideal size since im using it daily"
"d*****n",5,"东西很好，非常喜欢，物流也很快，货品收到时，全部都没有问题，卖家回复信息也很快，非常开心的一次购物。"
"e*****a",5,"Barang dah sampai, dah banyak kali repeat. Terbaik. Akan repeat lagi dan lagi. Cam dh lama tak beli byk yg dah new formulation"
"c*****9",5,"已经空瓶差不多5罐了！超级好用！敏感肌肤用了也很好 不会黏腻很清爽  用了皮肤很稳定不会突然过敏的现象👍🏻👍🏻👍🏻"
"n*****i",5,"Absorption:good Skin Suitability:nice  barang sampai cepat , packing baik"
"s*****5",5,"Memang guna moisturiser ni je dah. Sesuai ngan kulit. Love sangat"
"e*****a",5,"Skin Suitability:oily skin Absorption:good  Awesome. Repeat kali ke2 dah. Best sangat2. Cepat meresap kulit jadi moist. Love sangat."
"yunitagiman",5,"brg slamat smpai tq seller"
"n*****a",5,"function ye muka makin smooth, and for me its very suitable, korang beli la sama"
"azlina_othman84",5,"Dah beli haritu dah hbs n oder lg...memng trbaik lah,sy suka..lembut je mudah serap..."
"qverzo406",5,"so far so good, nice i like it"
"h*****9",5,"Skin Suitability:Okay Absorption:Okay  First time trying but i dont think it suits my skin because i start getting tinybumps after using"
"a*****_",5,"Skin Suitability:Dah berapa kali dh repeat mmg sesuai sngt dgn kulit Absorption:sangat menyerap  Tqsm seller barang dh sampai cantik sngt material dia,maaf gambar tiada kaitan nanti nak repeat lagi 😍😍😍😍😍😍😍"
"z*****n",5,"Skin Suitability:oily skin Absorption:well absorb  Hyalironic acid adalah bahan yang sesuai dalam moisturizer untuk kulir beminyak. Sangat best pakai produk ni."
"r*****o",5,"This is my first order from skintific. I haven't opened it yet, but my meow is already looking forward to trying it out."
"m*****d",5,"Banyak kali dah beli harap sesuai dengan muka😂 Beli masa sale dapat murah"
"g*****7",5,"Skin Suitability:Berminyak Absorption:menyerap dgn baik  Best pakai moisturizer ni.. sejukk je muka.. sesuai ngn kulit sy.."
"y*****h",5,"kali ke tiga beli moisturiser skin barrier ni. memang sesuai sgt dgn kulit muka saya. kali ni beli yg besar terus. memang puas hati ."
"y*****r",5,"fast delivery. my 2nd time buying this brand. super worth it and affordable"
"ps_dila",5,"Absorption:belum cuba ☺️ Skin Suitability:hopefully sesuai 😄  Order 13/10 delivery 14/10 cepat giler 😭👏👏👏 Sblm guna yg lg 1 tu..now baru nak try jenis ni pulak. Harap ok la dgn skin 😁 TQ seller 😘"
"m*****e",5,"Skin Suitability:sesuai sangat muka susah naik jerawat Absorption:cepat meresap tak melekit"
"a*****h",5,"Second purchase of this moisturiser, love the feel when put in my face so i repeat order 👍🏻👍🏻"
"n*****i",5,"Bekas ke dua. So far guna best. Kulit muka rasa soft. Tk kering. Serasi dgn kulit. Alhamdulillah"
"tuantakwayama",5,"Absorption:Provides good moisture to the skin. Skin Suitability:Can be used on all skin types, whether oily, combination or dry skin.  Normally, I personally use the pump type and feel that it is more worthwhile. But this time, I ordered this jar because there is no discount for the large jar. Hahaa"
"felcia76",5,"Skin absorption:Absorpt fast n not oily Skin suitability:it suite for sensitive skin!"
"r*****y",5,"Im using it more thn 6x (buying)which is it suitable with my skin types, deep absorb, and feel good to my skin..skintific ageing range product also.."
"asyilahmahfud",5,"Barang sampai dlaam keadaaan baik. Klau ok boleh repeat lagi"
"c*****n",5,"Item received nicely, fast delivery. I like this brand , will purchase again tq"
"h*****n",5,"Skin Suitability:combination skin Absorption:yes  my favourite moisturiser, muka jadi smooth and x kering"
"p*****1",5,"tak ingat dah brapa kali repeat but this one memang the best ever. this time grab yg 100g suka laaa besar and ofcourse boleh tahan berbulan2 berbaloi sangat."
"fazlizuana",5,"alhamdulillah .. moisturizer ni sesuai dgn kulit sy yg sensitif.. 1st time cuba ni.. bole repeat lagi nti"
"rafishah82",5,"Barang sudah sampai.. semalam order hari ni sampai.terbaik..👍👍"
"saadahdarwisy",5,"Barang sampai dlm keadaan baik, tq seller 😌"
"m*****o",5,"trying the new version since i have oily skin"
"nurulhartinny",5,"Absorption:ok Skin Suitability:ok  Sesuai dgn kulit wajah, lebih rasa moist.beli botol besar sbb ikut keperluan kulit"
"a*****a",5,"Mahal nau harga nya, bila dapat harga below rm38 terus checkout"
"candyphang_1219",5,"Good product quality 👍👍👍  Fast delivery 🚚🚚🚚  Thanks..."
"arshadmola",5,"Moisturiser baru nk cuba yg ni"
"c*****5",5,"Absorption:快吸收 Skin Suitability:油皮和混油皮  很喜欢这款面霜，清爽版的，比起之前的那款面霜，我更喜欢这款，清爽不油腻，👍这个是gel texture的"
"r*****n",5,"Try yg light pulak, biasa saya pakai yg xde light tapi ok la meresap dgn baik....good good👍saya suka...Tq seller nnt saya repeat order."
"sitinurhanahamimah",5,"barang smpai dengn keadaan baik... terima kasihhh... baru mw cuba..."
"a*****r",5,"The best moisturizer. Dah berbekas2 guna moisturizer ni. Memang berkesan dan serasi dgn kulit saya. Dah cuba pelbagai moisturizer tapi x best macam yg ni. Dia lembapkan kulit saya."
"yihong1178",5,"Good product 👍  Recommend seller 🥰👍"
"a*****l",5,"not suitable for oily skin, dry skin only!!! anyhow, very fast delivery"
"nr.atira",5,"barang sampai dalam keadaan selamat takde pecah. dah repeat banyak kali memang best"
"aznita707",5,"Semuanya sangat puas hati.tq seller"
"n*****e",5,"Barang jadi, so wajib repeat & restock 👍🏻🤭❤️"
"mcw8irtbb8",5,"这款面霜质地柔滑易吸收，保湿力强，滋润不油腻，用后肌肤水润饱满，适合干性或换季使用，修复力不错，能改善干燥和泛红，是一款性价比高的基础保养面霜。"
"iesyasha",5,"Tak tahu lerr dh berapa tube pakai. Mmg best . Beli time voucher dpt murah mmg buat topup stock je"
"f*****i",5,"Skin Suitability:sensitive and dry skin  Pakai few times pun dah nampak kesan cuma sikit je. Tak tahan sebulan almost habis"
"einaena",5,"Absorption:ok Skin Suitability:tk sure  Belum try lagi hopefully bagus anyway thank you seller for the service will repeat again"
"a*****_",5,"basically semua tahu skintific biru memng the best dah tu je boleh cakap"
"fanny_5252",5,"very fast delivery hope it works good value for money thanks"
"n*****i",5,"taksure help my skin or not. almost 6 month still ada acne. tapi skin mmg tak pedih seperti pakai produk lain sebelum ni. yg ni mmg calming. semoga acne pun hilang ❤️‍🩹"
"hirahamira",5,"Favourite moisturizer .  Dah bnyk bekas beli. Sy dry skin n suitable for me. Cepat serap"
"sahila148",5,"Absorption:melembabkan kulit Skin suitability:suka guna bila rasa kulit kering. sbb kulit saya jenis berubah2 ikut Perubahan hormon . .dah lama guna skintific. alhamdulillah."
"y*****5",5,"1st time buy this brand, dun know good or not, hope it will be a good product"
"l*****k",5,"Skin Suitability:not sure yet Absorption:not sure yet  Haven't try first time purchase hope work well"
"inashidayati",5,"packagingnya amann jadi dalemnya juga gak ada yang ancurr teruss cepet banget lagi sampeknya 🫶🏻"
"b*****y",5,"Sebelom ni beli yg 30g ja... Tp sebab best Sy pakai lepas buat DErMaPEN muka jadi best sejuk... Sy beli lagi 100g .. beli time sale dapat RM 53.55. tqsm."
"l*****2",5,"Skin Type:I have dry and sensitive skin, I have tried and my skin can accept this moisturiser Absorption:a bit sticky and slow to dry on face  Need more time to see if effective"
"daphneyc",5,"very moisturizing,first time try but is very functional and match with my cover glow cushion😍"
"haslina_15",5,"Skin absorption:absorb dengan baik Skin suitability:sesuai kulit saya yang sebelum ni sangat kering  Alhamdulillah selalu pakai dan repeat order"
"m*****a",5,"my favourite moisturizer ever! suitable for every skin type"
"rachely_945",5,"Skin Suitability:have not try it yet"
"a*****3",5,"Sesuai dengan kulit muka. Tak melekit dan senang absorb so senang nak blend kalau make up"
"n*****0",5,"Absorption:veli gud Skin Suitability:yes  Suwitebel for mai sekin and semel good tq sekintifik"
"fida221",5,"Absorption:tak melekit. mudah serap Skin Suitability:melembapkan kulit  Kali ke 2 beli. 😍"
"shila2888",5,"Fast delivery!!! Goooddddd service!!!!!!! Will repeat order again!!!! Thank you seller!!!"
"stemphanielai",5,"First time buying Not used Yes, check Facebook Human use But it took a long time to arrive Or product It's been hot for many days Very slow The price is not cheap same Watsons Price"
"n*****2",5,"Harga berpatutan. Tekstur agak pekat dan sejuk.  Penyerapan agak lambat sikit. Perfect untuk jaga skin barrier. Paling sesuai guna lepas exfoliate atau retinol. Tq seller."
"m*****n",5,"Skin Suitability:normal to dry  Sesuai to my skin. Lighweight. Senang kering tak melekit. Dh brp botol tak ingat"
"g*****a",5,"Hopefully it can maintain skin barrier and smooth skin texture.."
"n*****8",5,"Skin Suitability:baik  terbaik dan sangat memuaskan Terima kasih saller hehehehe"
"ladysuria",5,"tq seller. item arrived safely.  this is my 2nd purchased."
"d*****8",5,"just bought it and will try for few days to see if its make my skin better"
"m*****5",5,"Selamat diterima dengan selamat .terima"
"_.azmi_",5,"best guna. berbaloi beli ni sebab banyak. recommended. good"
"k*****e",5,"Second time purchase. Suit my mix skin type, not sticky after applying."
"a*****a",5,"Order 01/07 Ship out 01/07 Delivered 02/07  skintific okay👍🏻"
"a*****r",5,"Asal murah ada voucher confirmed Repeat beli Suite combination plus dry skin"
"n*****i",5,"Barang dah sampai lama dengan selamat. Dah banyak kali repeat produk ni, sangat bagus 👍🏻"
"n*****a",5,"Best product ever. Fast delivery also. Thank you seller..."
"nursuliyanisabri",5,"Absorption:yes Skin Suitability:normal to dry skin  Kali ke 2 beli...ada perubahan...harga selepas promosi terima kasih"
"shunyi0915",5,"Good and cheaper. Highly recommend anyone for this. Will repeat next time"
"y*****o",5,"Thank youu seller for the super fast delivery!! Ordered yesterday and received it this morning?!!!🤍"
"yunitagiman",5,"brg slamat smpai,tiada kerosakan tq seller"
"tadikajuniorvisikreatifs",5,"很好用,我看到效果了😂😂"
"j*****8",5,"很满意。已经回购第二次。都非常好。价廉物美，可以放心下单。有需要会再回购，发货和快递都很快，谢谢卖家👍👍👍满意"
"peanuttt9",5,"Absorption:fast Skin Suitability:sensitive,acne prone  Suka gila sebab dia dpt redakan jerawat i"
"mimienadia79",5,"Tq seller parcel dah sampai...repeat lagi yg 30g..try beli trial gel utk ank cuba..kalau ok boleh repeat lagi..tq🥰"
"a*****6",5,"当大家看到我的这一篇评价时，表示我对产品是认可的，尽管我此刻的评论是复制粘贴的。这一方面是为了肯定商家的服务，另一方面是为了节省自己的时间，因为差评我会直接说为什么的。所以大家就当做是产品质量合格的意思来看就行了。最后祝店家越做越好，大家幸福平安，中华民族繁荣昌盛。"
"0s4a3rbcci",5,"third time order this product.. really good and suitable for dry skin"
"k*****i",5,"very normal packing 包裝真的很差 希望可以改進😥 還沒用不知道好不好 quality還不知道"
"j*****e",5,"Parcel well received, thanks to the seller and will purchase again in future❤️"
"afihaasyrina",5,"Absorption:baik Skin Suitability:baik  Skintific.. Material baik. Pelembap yang cepat meresap ke kulit. Dah banyak kali repeat. Oraite. Tq"
"l*****4",5,"The second repurchase, Fast delivery. Hope it is effective as expected."
"y*****_",5,"Effectiveness:repair skin barrier Skin Suitability:sesuai  try yang baru pulak , memang best dengan kulit saya yang breakout ni"
"veena1205",5,"I really love this one 🥰 its suit on my skin 😊"
"n*****9",5,"good product quality , good value for money , very2 fast delivery 👍"
"f*****n",5,"Memang dah lama pakai produk ni"
"l*****0",5,"Absorption:absorb well Skin Suitability:suit my skin  I cannot remember what how many tube have i bought. This is my go to moisturizer"
"l*****n",5,"Skin Suitability:Package arrived safely and on time. Product works as expected and I’m happy with the overall experience"
"yee825",5,"Super fast delivered Thank you seller 😘😘 Will repeat buy"
"n*****n",5,"wey tak expect nya dah keluar yang 100 gram yihhh sukaaa!!!!! besar dan banyak puas hati !!!! beli time tgh live mmg murah dek 😍😍👍🏻👍🏻"
"f*****e",5,"Skin suitability:moisturiser yang sangat2 best guna ,buat kulit lebih lembab"
"h*****i",5,"Skin Suitability:Sangat lembut  Murah,pantas dan bungkusan yang sgt kemas. Terbaik seller 🫰👍👍 Dah repeat botol ke 3😍😍😍"
"i*****a",5,"Skin Suitability:suitable for dry & sensitive Absorption:absorb well  I have dry & sensitive skin, a week wearing and my skin less dry & less redness"
"h*****o",5,"harap2 menjadi dkt kulit sya ni"
"c*****k",5,"penah pakai botol kecik best.ni beli yg besar sikit lebih jimat beli masa sale 5.5. tq seller"
"s*****y",5,"Goos Game in pot oyu larat ı gazi lira şarkıları en pop oyunları en top"
"a*****d",5,"Setiap kali habis mmg repeat kedai samaaaaa sangat best ya pakai skintific sesuai dengan muka thank you seller semoga murah rezeki selalu amin"
"amiranatasa687",5,"Skin Suitability:combination to oily"
"n*****1",5,"The Lamborghini Revuelto (Spanish pronunciation: [reˈβwelto]) is a mid-engine plug-in hybrid sports car produced by the Italian automobile manufacturer Lamborghini. It was officially unveiled on 29 March 2023 as a successor to the Aventador.[5] The Revuelto’s namesake is a Spanish fighting bull that fought in the arena of Barcelona in the 1880s.[6]"
